0,1117
0,1119
0,1126
0,1128
0,1135
0,1137
0,1144
0,1146
0,1155
0,1225
0,1229
0,1234
0,1238
0,1247
0,1256
0,1333
0,1339
0,1348
0,1357
0,1366
0,1449
0,1458
0,1467
0,1559
0,1568
0,1577
0,1669
0,1678
0,1779
0,1788
0,1889
0,1999
0,2224
0,2228
0,2233
0,2237
0,2239
0,2246
0,2255
0,2338
0,2347
0,2349
0,2356
0,2448
0,2457
0,2459
0,2466
0,2558
0,2567
0,2569
0,2668
0,2677
0,2679
0,2778
0,2789
0,2888
0,2899
0,3337
0,3346
0,3348
0,3355
0,3359
0,3447
0,3456
0,3458
0,3469
0,3557
0,3566
0,3568
0,3579
0,3667
0,3678
0,3689
0,3777
0,3788
0,3799
0,3889
0,4446
0,4455
0,4457
0,4468
0,4479
0,4556
0,4567
0,4578
0,4589
0,4666
0,4677
0,4688
0,4699
0,4778
0,4789
0,5555
0,5566
0,5577
0,5588
0,5599
0,5667
0,5678
0,5689
0,5779
0,6668
0,6679
1,1118
1,1124
1,1125
1,1127
1,1133
1,1136
1,1145
1,1219
1,1224
1,1226
1,1233
1,1235
1,1244
1,1263
1,1275
1,1286
1,1287
1,1298
1,1299
1,1318
1,1329
1,1334
1,1355
1,1356
1,1368
1,1369
1,1417
1,1428
1,1439
1,1446
1,1447
1,1516
1,1538
1,1549
1,1626
1,1637
1,1648
1,1659
1,1747
1,1758
1,1769
1,1868
1,1879
1,1989
1,2217
1,2222
1,2223
1,2225
1,2276
1,2288
1,2326
1,2337
1,2344
1,2348
1,2357
1,2359
1,2424
1,2435
1,2446
1,2468
1,2479
1,2533
1,2544
1,2555
1,2566
1,2577
1,2588
1,2599
1,2713
1,2722
1,2737
1,2748
1,2759
1,2815
1,2823
1,2824
1,2839
1,2917
1,2924
1,2926
1,2944
1,3233
1,3334
1,3345
1,3356
1,3358
1,3367
1,3378
1,3389
1,3411
1,3446
1,3449
1,3457
1,3468
1,3479
1,3514
1,3549
1,3624
1,3626
1,3729
1,3747
1,3756
1,3827
1,3859
1,3868
1,3877
1,3989
1,4415
1,4424
1,4433
1,4525
1,4528
1,4546
1,4555
1,4627
1,4659
1,4668
1,4736
1,4799
1,5229
1,5535
1,5569
1,5578
1,5755
1,5856
1,5957
1,6228
1,6748
1,7227
1,8238
1,8869
1,9249
2,1114
2,1115
2,1123
2,1148
2,1161
2,1186
2,1194
2,1198
2,1199
2,1222
2,1223
2,1228
2,1245
2,1255
2,1267
2,1288
2,1294
2,1335
2,1336
2,1338
2,1346
2,1347
2,1377
2,1397
2,1448
2,1455
2,1466
2,1475
2,1488
2,1497
2,1555
2,1558
2,1564
2,1565
2,1575
2,1592
2,1597
2,1624
2,1657
2,1665
2,1668
2,1733
2,1748
2,1778
2,1837
2,1885
2,1888
2,1895
2,1964
2,1995
2,2226
2,2229
2,2243
2,2245
2,2247
2,2258
2,2266
2,2278
2,2279
2,2325
2,2334
2,2336
2,2339
2,2368
2,2369
2,2447
2,2456
2,2469
2,2477
2,2488
2,2489
2,2557
2,2559
2,2562
2,2565
2,2568
2,2587
2,2598
2,2666
2,2667
2,2669
2,2678
2,2688
2,2689
2,2699
2,2763
2,2777
2,2779
2,2788
2,2799
2,2889
2,2916
2,2982
2,2992
2,2999
2,3119
2,3144
2,3198
2,3255
2,3333
2,3335
2,3336
2,3338
2,3339
2,3347
2,3366
2,3369
2,3375
2,3377
2,3388
2,3399
2,3445
2,3448
2,3455
2,3493
2,3556
2,3558
2,3569
2,3666
2,3668
2,3677
2,3683
2,3699
2,3748
2,3758
2,3775
2,3789
2,3793
2,3849
2,3885
2,3888
2,3995
2,4445
2,4447
2,4448
2,4458
2,4469
2,4488
2,4489
2,4494
2,4557
2,4566
2,4577
2,4586
2,4588
2,4597
2,4599
2,4663
2,4664
2,4667
2,4669
2,4689
2,4777
2,4788
2,4847
2,4939
2,5117
2,5139
2,5382
2,5395
2,5556
2,5558
2,5567
2,5589
2,5595
2,5666
2,5677
2,5688
2,5696
2,5699
2,5777
2,5798
2,5888
2,5954
2,5999
2,6116
2,6117
2,6474
2,6669
2,6699
2,6789
2,6793
2,6794
2,6867
2,6868
2,6878
2,6957
2,6968
2,6977
2,7127
2,7778
2,7785
2,7794
2,7797
2,7969
2,7988
2,8115
2,8138
2,8169
2,8194
2,8348
2,8498
2,8848
2,8859
2,8888
2,8898
2,8999
2,9179
2,9293
2,9449
2,9798
2,9999
